item_id,order_id,category,unit_price,quantity,line_total
2559,1234,Electronics,533.08,1,533.08
2560,1235,Toys & Games,63.75,1,63.75
2561,1235,Toys & Games,76.46,1,76.46
2562,1235,Beauty,89.36,2,178.72
2563,1235,Apparel,143.51,3,430.53
2564,1235,Apparel,135.59,2,271.18
2565,1236,Apparel,34.87,2,69.74
2566,1236,Grocery,6.8,1,6.8
2567,1237,Beauty,52.4,2,104.8
2568,1237,Home & Kitchen,256.0,1,256.0
2569,1237,Electronics,431.71,1,431.71
2570,1238,Home & Kitchen,79.04,1,79.04
2571,1238,Toys & Games,14.29,1,14.29
2572,1238,Electronics,404.41,1,404.41
2573,1238,Electronics,483.4,1,483.4
2574,1239,Apparel,128.9,1,128.9
2575,1239,Apparel,138.41,3,415.23
2576,1240,Apparel,143.51,2,287.02
2577,1240,Apparel,79.5,1,79.5
2578,1240,Grocery,36.08,1,36.08
2579,1241,Grocery,20.57,2,41.14
2580,1241,Electronics,193.36,1,193.36
2581,1242,Beauty,13.41,2,26.82
2582,1242,Home & Kitchen,221.08,2,442.16
2583,1243,Electronics,868.72,1,868.72
2584,1244,Apparel,20.69,1,20.69
2585,1245,Books,8.45,2,16.9
2586,1246,Beauty,44.04,1,44.04
2587,1247,Electronics,410.72,3,1232.16
2588,1247,Toys & Games,54.01,1,54.01
2589,1248,Grocery,49.5,1,49.5
2590,1248,Electronics,552.16,1,552.16
2591,1248,Home & Kitchen,212.12,2,424.24
2592,1248,Books,25.59,2,51.18
2593,1249,Electronics,205.46,3,616.38
2594,1250,Grocery,37.93,2,75.86
2595,1250,Home & Kitchen,86.21,1,86.21
2596,1251,Home & Kitchen,177.91,1,177.91
2597,1252,Grocery,21.26,2,42.52
2598,1252,Sports & Outdoors,239.86,1,239.86
2599,1252,Apparel,109.19,3,327.57
2600,1253,Books,35.38,1,35.38
2601,1253,Electronics,607.35,1,607.35
2602,1253,Grocery,38.0,1,38.0
2603,1254,Apparel,59.77,2,119.54
2604,1254,Beauty,16.43,1,16.43
2605,1255,Beauty,12.87,1,12.87
2606,1255,Beauty,35.51,1,35.51
2607,1255,Toys & Games,47.2,1,47.2
2608,1256,Grocery,56.26,1,56.26
2609,1257,Books,18.69,1,18.69
2610,1258,Electronics,356.71,1,356.71
2611,1258,Apparel,59.1,3,177.3
2612,1259,Electronics,295.86,1,295.86
2613,1260,Home & Kitchen,287.98,1,287.98
2614,1261,Electronics,173.03,1,173.03
2615,1262,Apparel,77.55,1,77.55
2616,1262,Electronics,92.95,1,92.95
2617,1262,Beauty,83.12,1,83.12
2618,1263,Home & Kitchen,109.96,2,219.92
2619,1263,Home & Kitchen,16.0,3,48.0
2620,1263,Apparel,126.62,2,253.24
2621,1264,Sports & Outdoors,66.9,1,66.9
2622,1265,Home & Kitchen,165.07,1,165.07
2623,1265,Toys & Games,96.97,2,193.94
2624,1266,Toys & Games,95.4,1,95.4
2625,1267,Apparel,44.56,2,89.12
2626,1267,Electronics,709.86,1,709.86
2627,1268,Home & Kitchen,73.2,1,73.2
2628,1269,Home & Kitchen,258.65,1,258.65
2629,1270,Grocery,55.36,1,55.36
2630,1270,Apparel,34.37,3,103.11
2631,1271,Electronics,416.55,1,416.55
2632,1271,Sports & Outdoors,164.88,1,164.88
2633,1272,Home & Kitchen,165.41,1,165.41
2634,1273,Apparel,64.31,1,64.31
2635,1273,Grocery,33.98,1,33.98
2636,1273,Beauty,87.61,2,175.22
2637,1273,Electronics,730.8,2,1461.6
2638,1274,Sports & Outdoors,39.48,1,39.48
2639,1274,Electronics,763.44,1,763.44
2640,1275,Home & Kitchen,80.15,3,240.45
2641,1275,Apparel,90.31,1,90.31
2642,1276,Electronics,310.43,1,310.43
2643,1277,Sports & Outdoors,215.97,1,215.97
2644,1277,Beauty,66.56,1,66.56
2645,1277,Books,6.1,1,6.1
2646,1278,Sports & Outdoors,90.59,1,90.59
2647,1279,Home & Kitchen,107.12,1,107.12
2648,1279,Sports & Outdoors,93.21,1,93.21
2649,1279,Beauty,32.11,1,32.11
2650,1280,Electronics,364.56,1,364.56
2651,1280,Beauty,77.73,1,77.73
2652,1281,Electronics,124.45,1,124.45
2653,1282,Grocery,6.38,2,12.76
2654,1282,Books,41.18,1,41.18
2655,1282,Books,8.0,1,8.0
2656,1283,Electronics,787.99,2,1575.98
2657,1283,Electronics,58.79,1,58.79
2658,1283,Grocery,53.21,1,53.21
2659,1283,Home & Kitchen,125.55,2,251.1
2660,1284,Electronics,719.44,1,719.44
2661,1284,Home & Kitchen,206.9,1,206.9
2662,1285,Beauty,51.56,1,51.56
2663,1285,Apparel,107.65,1,107.65
2664,1286,Grocery,45.84,1,45.84
2665,1286,Apparel,50.51,2,101.02
2666,1287,Toys & Games,23.74,1,23.74
2667,1287,Beauty,31.3,1,31.3
2668,1287,Electronics,859.91,2,1719.82
2669,1287,Electronics,793.87,1,793.87
2670,1288,Home & Kitchen,157.69,1,157.69
2671,1288,Home & Kitchen,176.81,3,530.43
2672,1288,Beauty,20.09,1,20.09
2673,1289,Grocery,45.89,1,45.89
2674,1289,Home & Kitchen,231.43,2,462.86
2675,1289,Grocery,32.65,2,65.3
2676,1290,Electronics,304.9,3,914.7
2677,1290,Apparel,43.06,2,86.12
2678,1290,Sports & Outdoors,123.32,3,369.96
2679,1290,Apparel,138.05,2,276.1
2680,1290,Apparel,123.35,1,123.35
2681,1291,Home & Kitchen,44.6,2,89.2
2682,1292,Apparel,53.12,1,53.12
2683,1292,Home & Kitchen,189.33,3,567.99
2684,1293,Grocery,56.21,1,56.21
2685,1293,Beauty,60.74,1,60.74
2686,1293,Grocery,20.31,1,20.31
2687,1293,Home & Kitchen,107.1,3,321.3
2688,1294,Books,35.97,1,35.97
2689,1295,Home & Kitchen,22.06,2,44.12
2690,1295,Grocery,30.33,1,30.33
2691,1296,Beauty,18.04,1,18.04
2692,1296,Electronics,476.49,1,476.49
2693,1296,Beauty,34.08,2,68.16
2694,1296,Books,44.94,1,44.94
2695,1297,Beauty,56.55,1,56.55
2696,1298,Apparel,33.67,1,33.67
2697,1299,Grocery,51.3,1,51.3
2698,1299,Toys & Games,58.6,1,58.6
2699,1300,Apparel,64.46,2,128.92
2700,1300,Beauty,13.53,1,13.53
2701,1300,Books,26.63,1,26.63
2702,1301,Electronics,136.79,2,273.58
2703,1301,Beauty,66.65,1,66.65
2704,1301,Books,24.71,1,24.71
2705,1302,Electronics,553.59,1,553.59
2706,1303,Grocery,33.9,1,33.9
2707,1303,Apparel,132.21,1,132.21
2708,1304,Sports & Outdoors,14.88,1,14.88
2709,1305,Apparel,127.36,1,127.36
2710,1305,Sports & Outdoors,90.27,1,90.27
2711,1305,Apparel,20.43,1,20.43
2712,1305,Apparel,146.72,3,440.16
2713,1306,Home & Kitchen,27.79,1,27.79
2714,1306,Electronics,729.65,1,729.65
2715,1307,Apparel,121.99,1,121.99
2716,1308,Beauty,51.19,2,102.38
2717,1309,Apparel,54.18,2,108.36
2718,1310,Home & Kitchen,85.1,1,85.1
2719,1310,Beauty,14.39,1,14.39
2720,1310,Home & Kitchen,229.71,1,229.71
2721,1311,Sports & Outdoors,145.54,1,145.54
2722,1312,Apparel,15.55,1,15.55
2723,1313,Books,16.41,1,16.41
2724,1313,Home & Kitchen,63.83,1,63.83
2725,1314,Electronics,445.01,2,890.02
2726,1314,Apparel,139.07,2,278.14
2727,1314,Electronics,63.56,3,190.68
2728,1314,Grocery,27.65,1,27.65
2729,1315,Beauty,31.33,1,31.33
2730,1315,Apparel,17.19,1,17.19
2731,1315,Home & Kitchen,232.46,2,464.92
2732,1316,Sports & Outdoors,135.3,2,270.6
2733,1317,Apparel,68.18,1,68.18
2734,1318,Apparel,64.72,1,64.72
2735,1319,Sports & Outdoors,28.95,3,86.85
2736,1319,Grocery,43.86,1,43.86
2737,1319,Apparel,116.38,2,232.76
2738,1319,Sports & Outdoors,160.98,1,160.98
2739,1320,Books,19.05,1,19.05
2740,1320,Books,11.53,1,11.53
2741,1321,Toys & Games,71.06,1,71.06
2742,1321,Home & Kitchen,121.25,1,121.25
2743,1322,Sports & Outdoors,184.4,1,184.4
2744,1323,Beauty,31.94,1,31.94
2745,1323,Sports & Outdoors,179.87,1,179.87
2746,1323,Beauty,57.52,1,57.52
2747,1323,Grocery,30.84,1,30.84
2748,1324,Electronics,788.37,1,788.37
2749,1324,Apparel,54.95,1,54.95
2750,1325,Electronics,59.23,2,118.46
2751,1326,Sports & Outdoors,39.99,1,39.99
2752,1327,Electronics,869.34,1,869.34
2753,1328,Books,23.5,1,23.5
2754,1328,Books,39.75,1,39.75
2755,1329,Beauty,22.62,1,22.62
2756,1329,Electronics,267.04,1,267.04
2757,1330,Beauty,42.45,3,127.35
2758,1331,Electronics,543.78,1,543.78
2759,1331,Beauty,18.94,1,18.94
2760,1331,Electronics,75.26,1,75.26
2761,1332,Electronics,175.79,3,527.37
2762,1333,Apparel,115.9,1,115.9
2763,1334,Beauty,46.9,2,93.8
2764,1334,Sports & Outdoors,197.65,1,197.65
2765,1335,Sports & Outdoors,229.28,1,229.28
2766,1335,Grocery,5.39,3,16.17
2767,1335,Beauty,17.17,1,17.17
2768,1336,Home & Kitchen,109.58,1,109.58
2769,1337,Electronics,783.56,1,783.56
2770,1338,Grocery,44.26,1,44.26
2771,1339,Home & Kitchen,95.59,3,286.77
2772,1339,Electronics,681.13,1,681.13
2773,1339,Grocery,50.59,1,50.59
2774,1339,Apparel,80.39,3,241.17
2775,1340,Apparel,20.25,3,60.75
2776,1341,Apparel,126.94,1,126.94
2777,1341,Apparel,101.98,1,101.98
2778,1341,Apparel,129.03,3,387.09
2779,1342,Electronics,248.22,1,248.22
2780,1343,Apparel,106.44,1,106.44
2781,1343,Electronics,671.29,1,671.29
2782,1343,Apparel,61.15,1,61.15
2783,1344,Apparel,140.89,3,422.67
2784,1344,Beauty,13.88,1,13.88
2785,1345,Electronics,859.84,1,859.84
2786,1345,Sports & Outdoors,230.07,1,230.07
2787,1345,Grocery,25.77,3,77.31
2788,1346,Apparel,23.61,1,23.61
2789,1347,Electronics,94.12,1,94.12
2790,1347,Toys & Games,97.1,1,97.1
2791,1347,Apparel,13.86,1,13.86
2792,1347,Home & Kitchen,113.11,1,113.11
2793,1347,Sports & Outdoors,178.21,1,178.21
2794,1348,Sports & Outdoors,194.3,1,194.3
2795,1348,Toys & Games,22.91,2,45.82
2796,1348,Apparel,26.55,1,26.55
2797,1349,Beauty,81.12,1,81.12
2798,1350,Books,6.03,1,6.03
2799,1350,Apparel,35.42,1,35.42
2800,1351,Beauty,79.11,3,237.33
2801,1352,Beauty,52.2,2,104.4
2802,1353,Beauty,51.51,1,51.51
2803,1354,Home & Kitchen,67.04,1,67.04
2804,1354,Apparel,19.57,1,19.57
2805,1355,Electronics,377.56,1,377.56
2806,1355,Electronics,171.85,1,171.85
2807,1356,Electronics,212.6,1,212.6
2808,1357,Beauty,64.5,1,64.5
2809,1357,Grocery,18.62,1,18.62
2810,1357,Electronics,457.69,1,457.69
2811,1358,Sports & Outdoors,103.42,2,206.84
2812,1358,Toys & Games,109.94,1,109.94
2813,1358,Apparel,24.57,2,49.14
2814,1358,Electronics,294.47,1,294.47
2815,1358,Electronics,819.94,1,819.94
2816,1359,Home & Kitchen,203.99,1,203.99
2817,1359,Home & Kitchen,88.43,3,265.29
2818,1359,Electronics,276.22,2,552.44
2819,1359,Home & Kitchen,186.02,1,186.02
2820,1360,Grocery,12.42,2,24.84
2821,1361,Apparel,131.7,1,131.7
2822,1362,Grocery,12.06,1,12.06
2823,1362,Electronics,343.25,2,686.5
2824,1362,Apparel,55.25,1,55.25
2825,1363,Sports & Outdoors,194.47,1,194.47
2826,1364,Grocery,58.43,1,58.43
2827,1365,Apparel,102.58,1,102.58
2828,1365,Electronics,70.67,2,141.34
2829,1365,Beauty,37.68,2,75.36
2830,1366,Electronics,864.2,3,2592.6
2831,1367,Beauty,77.74,1,77.74
2832,1368,Electronics,503.67,2,1007.34
2833,1368,Apparel,129.23,1,129.23
2834,1369,Apparel,102.14,1,102.14
2835,1370,Electronics,529.58,1,529.58
2836,1370,Sports & Outdoors,11.89,1,11.89
2837,1370,Books,8.9,1,8.9
2838,1370,Grocery,59.17,1,59.17
2839,1370,Beauty,53.85,1,53.85
2840,1371,Home & Kitchen,153.92,1,153.92
2841,1372,Grocery,13.14,1,13.14
2842,1372,Home & Kitchen,116.02,1,116.02
2843,1372,Books,10.35,3,31.05
2844,1373,Apparel,46.82,2,93.64
2845,1373,Home & Kitchen,143.46,2,286.92
2846,1374,Books,42.77,1,42.77
2847,1374,Home & Kitchen,158.09,2,316.18
2848,1375,Beauty,16.85,3,50.55
2849,1376,Beauty,35.34,1,35.34
2850,1376,Grocery,53.35,1,53.35
2851,1376,Grocery,50.09,2,100.18
2852,1376,Sports & Outdoors,215.84,2,431.68
2853,1377,Apparel,17.74,2,35.48
2854,1377,Home & Kitchen,185.81,2,371.62
2855,1377,Sports & Outdoors,185.41,2,370.82
2856,1378,Grocery,24.03,1,24.03
2857,1378,Apparel,104.55,1,104.55
2858,1378,Books,42.0,3,126.0
2859,1378,Electronics,864.01,2,1728.02
2860,1379,Electronics,149.85,1,149.85
2861,1379,Grocery,58.4,1,58.4
2862,1379,Apparel,137.31,2,274.62
2863,1379,Grocery,54.02,1,54.02
2864,1379,Books,7.89,2,15.78
2865,1380,Electronics,456.42,2,912.84
2866,1381,Electronics,231.72,1,231.72
2867,1382,Apparel,82.22,1,82.22
2868,1383,Apparel,47.3,1,47.3
2869,1383,Beauty,9.36,1,9.36
2870,1384,Electronics,770.59,3,2311.77
2871,1385,Apparel,87.19,1,87.19
2872,1385,Beauty,30.05,1,30.05
2873,1385,Beauty,14.66,2,29.32
2874,1385,Sports & Outdoors,221.31,1,221.31
2875,1385,Electronics,436.86,1,436.86
2876,1386,Electronics,866.08,3,2598.24
2877,1387,Toys & Games,68.97,1,68.97
2878,1387,Electronics,811.09,2,1622.18
2879,1387,Home & Kitchen,108.52,1,108.52
2880,1387,Books,34.54,1,34.54
2881,1388,Electronics,100.28,1,100.28
2882,1389,Toys & Games,50.37,2,100.74
2883,1389,Electronics,136.97,1,136.97
2884,1390,Toys & Games,67.73,1,67.73
2885,1391,Apparel,24.23,1,24.23
2886,1391,Books,16.04,1,16.04
2887,1392,Toys & Games,58.6,1,58.6
2888,1393,Apparel,55.48,1,55.48
2889,1393,Beauty,44.05,2,88.1
2890,1394,Home & Kitchen,279.3,2,558.6
2891,1394,Apparel,42.64,3,127.92
2892,1394,Books,15.74,1,15.74
2893,1394,Sports & Outdoors,82.72,1,82.72
2894,1394,Sports & Outdoors,173.02,1,173.02
2895,1395,Apparel,26.42,1,26.42
2896,1396,Beauty,8.29,1,8.29
2897,1396,Beauty,29.79,1,29.79
2898,1396,Apparel,98.06,1,98.06
2899,1397,Home & Kitchen,122.84,2,245.68
2900,1397,Apparel,130.54,1,130.54
2901,1397,Apparel,96.57,1,96.57
2902,1398,Toys & Games,104.51,1,104.51
2903,1398,Sports & Outdoors,65.28,1,65.28
2904,1398,Toys & Games,12.58,3,37.74
2905,1399,Grocery,47.13,1,47.13
2906,1399,Beauty,35.63,3,106.89
2907,1399,Toys & Games,71.57,2,143.14
2908,1400,Books,20.78,1,20.78
2909,1400,Home & Kitchen,46.66,1,46.66
2910,1401,Beauty,57.01,1,57.01
2911,1402,Toys & Games,112.27,2,224.54
2912,1402,Electronics,682.97,2,1365.94
2913,1402,Toys & Games,111.58,1,111.58
2914,1402,Sports & Outdoors,12.29,1,12.29
2915,1403,Electronics,385.74,1,385.74
2916,1403,Electronics,242.8,2,485.6
2917,1403,Electronics,84.18,1,84.18
2918,1404,Home & Kitchen,284.79,1,284.79
2919,1404,Apparel,73.85,2,147.7
2920,1404,Toys & Games,48.06,1,48.06
2921,1405,Apparel,73.68,1,73.68
2922,1405,Books,42.19,1,42.19
2923,1406,Sports & Outdoors,15.64,1,15.64
2924,1406,Grocery,39.69,1,39.69
2925,1407,Apparel,95.77,1,95.77
2926,1408,Beauty,45.37,1,45.37
2927,1409,Grocery,18.26,1,18.26
2928,1409,Home & Kitchen,152.22,1,152.22
2929,1409,Home & Kitchen,81.18,1,81.18
2930,1409,Beauty,84.47,1,84.47
2931,1409,Sports & Outdoors,115.1,1,115.1
2932,1410,Beauty,8.81,1,8.81
2933,1411,Electronics,508.95,1,508.95
2934,1412,Apparel,86.58,1,86.58
2935,1413,Home & Kitchen,79.15,1,79.15
2936,1414,Electronics,55.06,1,55.06
2937,1414,Home & Kitchen,27.8,1,27.8
2938,1415,Toys & Games,104.73,1,104.73
2939,1415,Electronics,155.56,1,155.56
2940,1415,Apparel,126.57,1,126.57
2941,1416,Apparel,128.93,1,128.93
2942,1417,Sports & Outdoors,239.11,1,239.11
2943,1418,Electronics,829.05,1,829.05
2944,1418,Home & Kitchen,170.75,1,170.75
2945,1418,Apparel,51.52,1,51.52
2946,1419,Sports & Outdoors,144.47,1,144.47
2947,1420,Beauty,75.81,1,75.81
2948,1420,Electronics,894.97,1,894.97
2949,1420,Apparel,34.51,1,34.51
2950,1420,Apparel,94.95,3,284.85
2951,1421,Beauty,79.61,1,79.61
2952,1422,Home & Kitchen,270.0,1,270.0
2953,1423,Apparel,148.69,1,148.69
2954,1423,Books,18.21,1,18.21
2955,1424,Apparel,46.65,1,46.65
2956,1425,Grocery,14.47,1,14.47
2957,1425,Home & Kitchen,57.4,1,57.4
2958,1425,Home & Kitchen,107.52,2,215.04
2959,1425,Books,44.53,1,44.53
2960,1425,Toys & Games,68.24,1,68.24
2961,1426,Home & Kitchen,190.29,2,380.58
2962,1427,Grocery,8.93,1,8.93
2963,1428,Home & Kitchen,211.94,1,211.94
2964,1429,Electronics,168.68,1,168.68
2965,1430,Grocery,25.71,1,25.71
2966,1431,Apparel,16.05,1,16.05
2967,1432,Electronics,687.07,1,687.07
2968,1432,Apparel,34.26,1,34.26
2969,1433,Electronics,743.36,1,743.36
2970,1433,Home & Kitchen,231.99,1,231.99
2971,1434,Apparel,53.43,3,160.29
2972,1435,Sports & Outdoors,35.0,1,35.0
2973,1435,Home & Kitchen,101.91,1,101.91
2974,1435,Toys & Games,91.75,1,91.75
2975,1436,Apparel,42.07,1,42.07
2976,1437,Toys & Games,63.52,2,127.04
2977,1438,Sports & Outdoors,201.26,1,201.26
2978,1439,Home & Kitchen,77.86,1,77.86
2979,1440,Toys & Games,66.94,1,66.94
2980,1441,Beauty,31.13,3,93.39
2981,1441,Apparel,46.88,1,46.88
2982,1441,Toys & Games,64.85,1,64.85
2983,1442,Sports & Outdoors,65.83,1,65.83
2984,1442,Sports & Outdoors,67.21,1,67.21
2985,1442,Sports & Outdoors,221.34,1,221.34
2986,1443,Sports & Outdoors,158.84,3,476.52
2987,1443,Electronics,104.02,1,104.02
2988,1443,Apparel,25.34,1,25.34
2989,1443,Sports & Outdoors,221.35,1,221.35
2990,1443,Beauty,32.28,1,32.28
2991,1444,Electronics,501.63,2,1003.26
2992,1444,Toys & Games,52.6,2,105.2
2993,1445,Electronics,344.27,1,344.27
2994,1446,Apparel,82.59,2,165.18
2995,1446,Toys & Games,116.7,1,116.7
2996,1447,Electronics,85.11,3,255.33
2997,1447,Books,10.0,2,20.0
2998,1447,Toys & Games,109.39,1,109.39
2999,1448,Beauty,47.29,3,141.87
3000,1448,Apparel,24.18,2,48.36
3001,1449,Grocery,44.47,1,44.47
3002,1449,Grocery,21.2,1,21.2
3003,1450,Apparel,105.05,2,210.1
3004,1450,Electronics,828.14,3,2484.42
3005,1451,Apparel,63.49,1,63.49
3006,1452,Home & Kitchen,173.95,1,173.95
3007,1453,Toys & Games,39.4,1,39.4
3008,1454,Electronics,436.01,1,436.01
3009,1454,Beauty,68.5,1,68.5
3010,1455,Home & Kitchen,163.45,1,163.45
3011,1455,Toys & Games,102.07,1,102.07
3012,1455,Electronics,365.92,1,365.92
3013,1455,Grocery,18.89,1,18.89
3014,1456,Beauty,34.87,1,34.87
3015,1456,Electronics,533.88,1,533.88
3016,1457,Electronics,174.84,2,349.68
3017,1457,Apparel,106.49,1,106.49
3018,1458,Home & Kitchen,269.84,1,269.84
3019,1458,Sports & Outdoors,166.57,1,166.57
3020,1459,Beauty,33.16,1,33.16
3021,1460,Sports & Outdoors,113.78,3,341.34
3022,1460,Home & Kitchen,172.26,1,172.26
3023,1461,Apparel,65.71,2,131.42
3024,1461,Beauty,15.96,2,31.92
3025,1461,Apparel,88.27,1,88.27
3026,1462,Apparel,149.63,1,149.63
3027,1463,Apparel,82.44,2,164.88
3028,1464,Beauty,69.07,1,69.07
3029,1464,Electronics,444.26,3,1332.78
3030,1465,Books,15.87,1,15.87
3031,1466,Sports & Outdoors,201.52,1,201.52
3032,1467,Apparel,104.48,1,104.48
3033,1468,Beauty,26.87,1,26.87
3034,1468,Electronics,545.37,1,545.37
3035,1469,Home & Kitchen,205.18,2,410.36
3036,1469,Apparel,52.92,1,52.92
3037,1470,Electronics,209.99,1,209.99
3038,1471,Toys & Games,72.7,2,145.4
3039,1471,Books,43.18,1,43.18
3040,1471,Electronics,190.53,3,571.59
3041,1472,Grocery,44.86,2,89.72
3042,1472,Apparel,76.45,2,152.9
3043,1472,Books,32.69,1,32.69
3044,1473,Grocery,42.91,1,42.91
3045,1473,Electronics,770.6,1,770.6
3046,1474,Apparel,61.89,1,61.89
3047,1475,Sports & Outdoors,37.38,3,112.14
3048,1475,Home & Kitchen,274.32,3,822.96
3049,1476,Books,7.88,1,7.88
3050,1476,Grocery,59.51,1,59.51
3051,1477,Sports & Outdoors,105.79,1,105.79
3052,1477,Apparel,105.95,2,211.9
3053,1477,Books,38.56,2,77.12
3054,1477,Grocery,46.44,1,46.44
3055,1477,Books,18.56,3,55.68
3056,1478,Books,23.11,1,23.11
3057,1479,Electronics,185.11,1,185.11
3058,1479,Home & Kitchen,26.8,1,26.8
3059,1479,Grocery,4.65,1,4.65
3060,1479,Books,12.03,1,12.03
3061,1479,Beauty,8.82,2,17.64
3062,1480,Electronics,655.86,1,655.86
3063,1480,Grocery,25.93,2,51.86
3064,1480,Home & Kitchen,270.86,1,270.86
3065,1481,Electronics,550.9,1,550.9
3066,1482,Apparel,63.48,1,63.48
3067,1483,Apparel,102.41,1,102.41
3068,1483,Grocery,58.22,2,116.44
3069,1484,Sports & Outdoors,77.11,2,154.22
3070,1484,Beauty,44.64,2,89.28
3071,1484,Home & Kitchen,201.37,1,201.37
3072,1485,Home & Kitchen,256.51,1,256.51
3073,1485,Toys & Games,53.19,1,53.19
3074,1486,Grocery,14.68,2,29.36
3075,1487,Home & Kitchen,171.96,1,171.96
3076,1488,Toys & Games,24.34,1,24.34
3077,1489,Beauty,14.45,2,28.9
3078,1489,Home & Kitchen,73.35,1,73.35
3079,1490,Apparel,83.81,2,167.62
3080,1491,Beauty,59.26,2,118.52
3081,1492,Apparel,99.25,2,198.5
3082,1492,Books,30.87,1,30.87
3083,1492,Grocery,49.48,1,49.48
3084,1492,Sports & Outdoors,45.34,1,45.34
3085,1493,Electronics,381.35,1,381.35
3086,1494,Electronics,571.89,1,571.89
3087,1495,Home & Kitchen,239.56,2,479.12
3088,1496,Beauty,26.06,1,26.06
3089,1496,Beauty,17.85,1,17.85
3090,1497,Grocery,5.19,1,5.19
3091,1498,Home & Kitchen,126.45,1,126.45
3092,1499,Electronics,183.52,2,367.04
3093,1499,Sports & Outdoors,131.57,1,131.57
3094,1500,Sports & Outdoors,149.46,1,149.46
3095,1501,Sports & Outdoors,200.0,1,200.0
3096,1501,Apparel,60.1,1,60.1
3097,1501,Electronics,745.13,1,745.13
3098,1502,Beauty,28.53,1,28.53
3099,1502,Toys & Games,107.11,1,107.11
3100,1502,Apparel,50.96,3,152.88
3101,1503,Apparel,143.32,2,286.64
3102,1504,Sports & Outdoors,57.06,1,57.06
3103,1504,Beauty,84.44,1,84.44
3104,1504,Home & Kitchen,59.96,1,59.96
3105,1505,Home & Kitchen,261.89,2,523.78
3106,1506,Apparel,121.38,1,121.38
3107,1506,Grocery,5.35,1,5.35
3108,1507,Apparel,17.32,2,34.64
3109,1507,Grocery,38.64,2,77.28
3110,1507,Electronics,271.19,1,271.19
3111,1508,Electronics,244.51,1,244.51
3112,1509,Electronics,761.93,1,761.93
3113,1510,Electronics,862.02,1,862.02
3114,1511,Beauty,79.28,1,79.28
3115,1511,Apparel,25.29,1,25.29
3116,1512,Toys & Games,14.54,1,14.54
3117,1512,Apparel,126.88,1,126.88
3118,1513,Home & Kitchen,111.75,1,111.75
3119,1513,Electronics,784.86,3,2354.58
3120,1513,Home & Kitchen,78.08,1,78.08
3121,1514,Electronics,700.52,2,1401.04
3122,1514,Apparel,120.05,1,120.05
3123,1515,Books,40.8,2,81.6
3124,1515,Electronics,145.7,2,291.4
3125,1515,Grocery,21.23,1,21.23
3126,1516,Apparel,135.37,1,135.37
3127,1517,Apparel,70.62,2,141.24
3128,1518,Grocery,15.86,1,15.86
3129,1519,Toys & Games,97.9,1,97.9
3130,1520,Toys & Games,41.14,2,82.28
3131,1520,Beauty,14.24,1,14.24
3132,1521,Electronics,212.08,1,212.08
3133,1522,Electronics,603.53,1,603.53
3134,1522,Electronics,693.4,1,693.4
3135,1522,Beauty,42.88,1,42.88
3136,1522,Sports & Outdoors,206.88,1,206.88
3137,1523,Sports & Outdoors,242.04,1,242.04
3138,1523,Beauty,65.32,1,65.32
3139,1524,Apparel,81.83,2,163.66
3140,1524,Toys & Games,92.09,1,92.09
3141,1525,Apparel,117.83,2,235.66
3142,1525,Toys & Games,92.43,1,92.43
3143,1525,Beauty,34.29,1,34.29
3144,1526,Sports & Outdoors,54.31,3,162.93
3145,1527,Apparel,126.68,1,126.68
3146,1527,Apparel,21.03,2,42.06
3147,1527,Apparel,134.69,1,134.69
3148,1528,Toys & Games,94.22,1,94.22
3149,1529,Apparel,48.26,3,144.78
3150,1529,Apparel,143.58,1,143.58
3151,1529,Electronics,328.73,1,328.73
3152,1529,Toys & Games,44.8,1,44.8
3153,1530,Electronics,115.47,1,115.47
3154,1530,Electronics,451.14,1,451.14
3155,1531,Apparel,69.88,3,209.64
3156,1532,Grocery,14.69,1,14.69
3157,1532,Apparel,32.66,1,32.66
3158,1532,Toys & Games,85.08,1,85.08
3159,1533,Apparel,39.03,1,39.03
3160,1534,Apparel,112.71,1,112.71
3161,1535,Books,7.15,1,7.15
3162,1536,Books,39.29,1,39.29
3163,1536,Grocery,51.67,3,155.01
3164,1537,Books,14.3,2,28.6
3165,1538,Electronics,249.38,1,249.38
3166,1538,Sports & Outdoors,156.33,1,156.33
3167,1539,Apparel,122.71,1,122.71
3168,1540,Toys & Games,41.64,1,41.64
3169,1541,Grocery,45.56,1,45.56
3170,1542,Apparel,148.2,1,148.2
3171,1542,Electronics,828.51,1,828.51
3172,1542,Apparel,117.15,1,117.15
3173,1543,Apparel,77.71,1,77.71
3174,1544,Books,29.94,1,29.94
3175,1544,Electronics,779.51,1,779.51
3176,1545,Toys & Games,76.15,2,152.3
3177,1545,Home & Kitchen,239.72,1,239.72
3178,1545,Electronics,855.93,2,1711.86
3179,1545,Grocery,44.96,1,44.96
3180,1545,Apparel,36.84,1,36.84
3181,1546,Beauty,35.98,1,35.98
3182,1547,Home & Kitchen,298.9,1,298.9
3183,1548,Books,43.02,1,43.02
3184,1549,Toys & Games,49.13,3,147.39
3185,1550,Books,9.49,2,18.98
3186,1550,Beauty,46.57,2,93.14
3187,1550,Sports & Outdoors,41.93,1,41.93
3188,1551,Books,10.99,1,10.99
3189,1551,Beauty,72.74,1,72.74
3190,1551,Books,30.27,1,30.27
3191,1552,Beauty,56.39,1,56.39
3192,1552,Electronics,614.4,1,614.4
3193,1552,Beauty,54.18,2,108.36
