order_id,customer_id,order_date,channel,region,subtotal,discount_amount,shipping_fee,net_revenue,gross_revenue,status
1099,383,2025-10-31,Paid Ads,South,419.1,0.0,0.0,419.1,419.1,Completed
1100,384,2025-02-23,Organic Search,North,211.58,0.0,0.0,211.58,211.58,Completed
1101,386,2023-09-23,Organic Search,South,77.04,0.0,0.0,77.04,77.04,Completed
1102,386,2024-01-30,Organic Search,South,1718.48,0.0,0.0,1718.48,1718.48,Completed
1103,386,2024-02-29,Organic Search,South,233.15,23.32,0.0,209.83,209.83,Completed
1104,387,2024-07-06,Paid Ads,East,484.39,0.0,0.0,484.39,484.39,Completed
1105,387,2025-03-22,Social Media,East,753.94,0.0,0.0,753.94,753.94,Completed
1106,387,2025-07-16,Referral,East,1145.68,229.14,0.0,916.54,916.54,Completed
1107,387,2025-09-23,Paid Ads,East,102.96,0.0,0.0,102.96,102.96,Completed
1108,388,2025-03-11,Social Media,West,2248.45,449.69,0.0,1798.76,1798.76,Completed
1109,389,2023-12-06,Email,North,33.32,1.67,8.37,40.02,40.02,Completed
1110,389,2024-06-17,Referral,North,110.7,11.07,0.0,99.63,99.63,Completed
1111,389,2024-09-23,Organic Search,North,1202.35,60.12,0.0,1142.23,1142.23,Completed
1112,390,2024-03-24,Direct,Central,170.67,0.0,0.0,170.67,170.67,Completed
1113,390,2024-08-03,Email,Central,844.53,0.0,0.0,844.53,844.53,Completed
1114,391,2023-07-19,Organic Search,South,564.72,28.24,0.0,536.48,536.48,Completed
1115,391,2023-08-19,Social Media,South,788.34,39.42,0.0,748.92,748.92,Completed
1116,391,2023-09-25,Social Media,South,27.99,0.0,6.1,34.09,34.09,Completed
1117,391,2024-01-18,Direct,South,1182.69,177.4,0.0,1005.29,1005.29,Completed
1118,393,2025-09-22,Social Media,Central,145.0,0.0,0.0,145.0,145.0,Completed
1119,394,2023-12-29,Social Media,South,40.79,0.0,7.39,48.18,48.18,Completed
1120,394,2024-01-23,Social Media,South,503.95,75.59,0.0,428.36,428.36,Completed
1121,394,2024-05-16,Paid Ads,South,246.07,0.0,0.0,246.07,246.07,Completed
1122,395,2024-07-28,Paid Ads,South,1288.37,128.84,0.0,1159.53,1159.53,Completed
1123,395,2025-02-02,Organic Search,South,86.27,4.31,0.0,0.0,81.96,Returned
1124,395,2025-04-12,Referral,South,206.02,0.0,0.0,206.02,206.02,Completed
1125,396,2025-05-25,Paid Ads,Central,157.28,7.86,0.0,149.42,149.42,Completed
1126,396,2025-05-28,Organic Search,Central,78.58,0.0,0.0,78.58,78.58,Completed
1127,396,2025-07-02,Social Media,Central,154.65,0.0,0.0,154.65,154.65,Completed
1128,396,2025-07-29,Paid Ads,Central,609.92,0.0,0.0,609.92,609.92,Completed
1129,396,2025-09-12,Referral,Central,467.98,0.0,0.0,467.98,467.98,Completed
1130,396,2025-12-26,Social Media,Central,517.96,25.9,0.0,492.06,492.06,Completed
1131,397,2024-09-14,Email,Central,600.0,0.0,0.0,600.0,600.0,Completed
1132,397,2025-03-08,Paid Ads,Central,482.11,0.0,0.0,0.0,482.11,Returned
1133,397,2025-08-08,Email,Central,512.25,51.22,0.0,461.03,461.03,Completed
1134,398,2025-06-03,Email,South,115.53,0.0,0.0,115.53,115.53,Completed
1135,399,2024-05-27,Referral,North,26.56,0.0,4.52,31.08,31.08,Completed
1136,399,2024-08-28,Social Media,North,49.48,2.47,7.76,0.0,54.77,Returned
1137,399,2024-09-13,Email,North,289.88,0.0,0.0,289.88,289.88,Completed
1138,399,2024-10-04,Direct,North,1145.67,0.0,0.0,1145.67,1145.67,Completed
1139,399,2024-12-04,Direct,North,32.37,3.24,4.07,33.2,33.2,Completed
1140,399,2024-12-11,Direct,North,221.01,22.1,0.0,198.91,198.91,Completed
1141,399,2025-02-25,Organic Search,North,130.8,13.08,0.0,117.72,117.72,Completed
1142,399,2025-03-31,Social Media,North,153.38,7.67,0.0,145.71,145.71,Completed
1143,399,2025-05-02,Email,North,52.21,0.0,8.07,60.28,60.28,Completed
1144,400,2024-01-26,Social Media,East,518.25,0.0,0.0,518.25,518.25,Completed
1145,401,2023-12-06,Paid Ads,West,35.52,0.0,8.31,43.83,43.83,Completed
1146,402,2025-05-29,Paid Ads,North,132.56,0.0,0.0,132.56,132.56,Completed
1147,402,2025-06-03,Email,North,938.76,0.0,0.0,938.76,938.76,Completed
1148,403,2025-02-10,Organic Search,West,424.63,0.0,0.0,424.63,424.63,Completed
1149,403,2025-10-22,Organic Search,West,318.73,63.75,0.0,254.98,254.98,Completed
1150,404,2025-03-23,Organic Search,East,122.51,0.0,0.0,122.51,122.51,Completed
1151,404,2025-07-14,Social Media,East,116.35,0.0,0.0,116.35,116.35,Completed
1152,404,2025-09-05,Direct,East,21.41,2.14,5.66,24.93,24.93,Completed
1153,404,2025-11-19,Organic Search,East,109.48,0.0,0.0,109.48,109.48,Completed
1154,406,2025-03-01,Paid Ads,East,2450.53,490.11,0.0,1960.42,1960.42,Completed
1155,406,2025-05-01,Direct,East,113.34,11.33,0.0,102.01,102.01,Completed
1156,406,2025-10-14,Direct,East,746.46,0.0,0.0,746.46,746.46,Completed
1157,408,2024-08-09,Paid Ads,East,27.48,2.75,8.23,32.96,32.96,Completed
1158,409,2025-08-14,Organic Search,Central,723.84,0.0,0.0,0.0,723.84,Returned
1159,410,2024-08-19,Email,Central,243.34,12.17,0.0,231.17,231.17,Completed
1160,410,2024-10-30,Social Media,Central,25.38,1.27,4.66,28.77,28.77,Completed
1161,410,2025-02-07,Social Media,Central,262.0,13.1,0.0,248.9,248.9,Completed
1162,410,2025-02-24,Organic Search,Central,156.24,0.0,0.0,156.24,156.24,Completed
1163,410,2025-04-17,Direct,Central,127.34,0.0,0.0,127.34,127.34,Completed
1164,411,2024-08-05,Social Media,South,29.47,1.47,8.48,36.48,36.48,Completed
1165,411,2024-12-04,Social Media,South,724.48,0.0,0.0,724.48,724.48,Completed
1166,411,2025-01-02,Organic Search,South,125.85,0.0,0.0,125.85,125.85,Completed
1167,411,2025-10-07,Organic Search,South,32.09,6.42,7.98,33.65,33.65,Completed
1168,411,2025-11-21,Paid Ads,South,990.62,99.06,0.0,891.56,891.56,Completed
1169,412,2024-03-16,Email,South,111.5,0.0,0.0,111.5,111.5,Completed
1170,412,2025-11-08,Paid Ads,South,392.54,19.63,0.0,372.91,372.91,Completed
1171,413,2024-08-16,Paid Ads,West,721.47,0.0,0.0,721.47,721.47,Completed
1172,413,2024-08-18,Email,West,579.54,28.98,0.0,550.56,550.56,Completed
1173,413,2025-06-29,Email,West,21.6,2.16,7.35,26.79,26.79,Completed
1174,413,2025-09-03,Paid Ads,West,30.73,0.0,7.87,38.6,38.6,Completed
1175,413,2025-10-26,Paid Ads,West,28.37,2.84,5.71,31.24,31.24,Completed
1176,413,2025-11-18,Social Media,West,187.29,9.36,0.0,177.93,177.93,Completed
1177,416,2025-09-10,Organic Search,North,137.2,0.0,0.0,137.2,137.2,Completed
1178,418,2023-09-28,Organic Search,East,44.78,2.24,7.55,50.09,50.09,Completed
1179,418,2024-01-10,Email,East,21.74,1.09,4.89,25.54,25.54,Completed
1180,418,2024-05-18,Email,East,420.4,42.04,0.0,378.36,378.36,Completed
1181,418,2025-12-15,Paid Ads,East,189.98,0.0,0.0,189.98,189.98,Completed
1182,419,2025-01-15,Paid Ads,North,240.31,48.06,0.0,192.25,192.25,Completed
1183,419,2025-05-21,Direct,North,871.3,174.26,0.0,0.0,697.04,Returned
1184,420,2024-08-09,Paid Ads,South,277.3,55.46,0.0,0.0,221.84,Returned
1185,420,2024-11-13,Direct,South,55.88,8.38,5.05,52.55,52.55,Completed
1186,420,2025-03-10,Email,South,77.98,0.0,0.0,77.98,77.98,Completed
1187,420,2025-05-25,Referral,South,138.44,0.0,0.0,138.44,138.44,Completed
1188,420,2025-06-18,Social Media,South,18.32,3.66,8.01,22.67,22.67,Completed
1189,421,2025-08-31,Email,West,34.86,0.0,8.8,43.66,43.66,Completed
1190,421,2025-09-03,Social Media,West,499.58,24.98,0.0,474.6,474.6,Completed
1191,422,2024-10-18,Email,East,453.74,22.69,0.0,431.05,431.05,Completed
1192,422,2025-02-09,Referral,East,455.57,0.0,0.0,455.57,455.57,Completed
1193,422,2025-04-27,Social Media,East,90.53,0.0,0.0,90.53,90.53,Completed
1194,422,2025-06-03,Paid Ads,East,296.88,44.53,0.0,252.35,252.35,Completed
1195,422,2025-06-18,Direct,East,70.64,0.0,7.61,78.25,78.25,Completed
1196,423,2024-01-10,Referral,South,769.42,38.47,0.0,730.95,730.95,Completed
1197,423,2024-02-07,Paid Ads,South,63.04,0.0,6.04,69.08,69.08,Completed
1198,423,2024-06-20,Social Media,South,551.83,0.0,0.0,551.83,551.83,Completed
1199,423,2024-09-12,Organic Search,South,460.65,0.0,0.0,460.65,460.65,Completed
1200,423,2024-09-29,Organic Search,South,23.43,0.0,7.6,31.03,31.03,Completed
1201,423,2024-10-02,Social Media,South,546.73,0.0,0.0,546.73,546.73,Completed
1202,425,2024-08-04,Email,West,867.5,0.0,0.0,867.5,867.5,Completed
1203,426,2023-07-16,Paid Ads,South,422.39,0.0,0.0,0.0,422.39,Returned
1204,426,2023-08-26,Organic Search,South,104.99,0.0,0.0,104.99,104.99,Completed
1205,426,2023-10-09,Organic Search,South,15.15,2.27,7.11,19.99,19.99,Completed
1206,426,2024-04-14,Direct,South,49.64,0.0,4.67,54.31,54.31,Completed
1207,426,2024-05-16,Social Media,South,15.64,0.0,6.92,22.56,22.56,Completed
1208,426,2024-09-10,Direct,South,242.6,24.26,0.0,218.34,218.34,Completed
1209,426,2024-11-07,Organic Search,South,385.85,0.0,0.0,385.85,385.85,Completed
1210,426,2025-01-29,Organic Search,South,89.26,0.0,0.0,89.26,89.26,Completed
1211,426,2025-04-25,Organic Search,South,79.73,0.0,0.0,0.0,79.73,Returned
1212,426,2025-05-13,Referral,South,141.24,7.06,0.0,134.18,134.18,Completed
1213,426,2025-06-05,Email,South,88.28,8.83,0.0,79.45,79.45,Completed
1214,426,2025-07-24,Organic Search,South,187.8,28.17,0.0,0.0,159.63,Returned
1215,426,2025-07-25,Email,South,1525.15,0.0,0.0,1525.15,1525.15,Completed
1216,426,2025-10-05,Paid Ads,South,158.73,15.87,0.0,142.86,142.86,Completed
1217,426,2025-11-07,Organic Search,South,12.75,1.28,5.99,17.46,17.46,Completed
1218,427,2024-11-11,Email,East,1940.43,0.0,0.0,1940.43,1940.43,Completed
1219,427,2024-11-30,Paid Ads,East,535.0,80.25,0.0,454.75,454.75,Completed
1220,427,2025-06-15,Referral,East,45.72,6.86,5.26,44.12,44.12,Completed
1221,427,2025-07-26,Organic Search,East,1286.94,64.35,0.0,1222.59,1222.59,Completed
1222,427,2025-09-23,Paid Ads,East,441.71,0.0,0.0,441.71,441.71,Completed
1223,428,2024-03-13,Paid Ads,West,204.85,0.0,0.0,204.85,204.85,Completed
1224,428,2024-04-01,Email,West,238.16,0.0,0.0,238.16,238.16,Completed
1225,428,2024-05-13,Organic Search,West,687.27,0.0,0.0,687.27,687.27,Completed
1226,428,2024-08-16,Social Media,West,960.26,0.0,0.0,960.26,960.26,Completed
1227,428,2024-10-30,Email,West,20.78,4.16,8.79,25.41,25.41,Completed
1228,428,2025-01-21,Direct,West,29.1,0.0,5.29,34.39,34.39,Completed
1229,428,2025-03-31,Email,West,972.53,0.0,0.0,972.53,972.53,Completed
1230,428,2025-06-19,Organic Search,West,1635.2,0.0,0.0,1635.2,1635.2,Completed
1231,428,2025-07-20,Direct,West,385.95,0.0,0.0,385.95,385.95,Completed
1232,428,2025-12-13,Social Media,West,30.87,0.0,8.26,39.13,39.13,Completed
1233,429,2024-01-02,Direct,West,301.37,45.21,0.0,256.16,256.16,Completed
1234,429,2025-07-29,Organic Search,West,533.08,106.62,0.0,426.46,426.46,Completed
1235,431,2024-02-25,Paid Ads,Central,1020.64,0.0,0.0,1020.64,1020.64,Completed
1236,432,2024-02-09,Paid Ads,Central,76.54,0.0,0.0,76.54,76.54,Completed
1237,432,2024-03-08,Email,Central,792.51,0.0,0.0,792.51,792.51,Completed
1238,432,2024-03-10,Social Media,Central,981.14,98.11,0.0,883.03,883.03,Completed
1239,432,2024-04-16,Direct,Central,544.13,81.62,0.0,462.51,462.51,Completed
1240,432,2025-06-16,Email,Central,402.6,0.0,0.0,402.6,402.6,Completed
1241,433,2023-07-26,Organic Search,West,234.5,0.0,0.0,234.5,234.5,Completed
1242,433,2023-07-27,Paid Ads,West,468.98,0.0,0.0,468.98,468.98,Completed
1243,433,2023-07-29,Paid Ads,West,868.72,0.0,0.0,0.0,868.72,Returned
1244,433,2023-08-18,Direct,West,20.69,1.03,8.53,28.19,28.19,Completed
1245,433,2023-10-28,Email,West,16.9,2.53,7.93,22.3,22.3,Completed
1246,433,2023-11-05,Email,West,44.04,0.0,7.26,0.0,51.3,Returned
1247,433,2024-02-24,Paid Ads,West,1286.17,0.0,0.0,0.0,1286.17,Returned
1248,433,2024-04-26,Organic Search,West,1077.08,0.0,0.0,1077.08,1077.08,Completed
1249,433,2024-06-20,Organic Search,West,616.38,0.0,0.0,616.38,616.38,Completed
1250,434,2024-03-14,Organic Search,Central,162.07,24.31,0.0,137.76,137.76,Completed
1251,434,2024-06-30,Social Media,Central,177.91,0.0,0.0,177.91,177.91,Completed
1252,434,2024-09-30,Paid Ads,Central,609.95,61.0,0.0,548.95,548.95,Completed
1253,434,2025-01-19,Paid Ads,Central,680.73,136.15,0.0,544.58,544.58,Completed
1254,434,2025-03-13,Organic Search,Central,135.97,0.0,0.0,135.97,135.97,Completed
1255,434,2025-04-13,Organic Search,Central,95.58,9.56,0.0,86.02,86.02,Completed
1256,434,2025-07-31,Organic Search,Central,56.26,0.0,4.69,60.95,60.95,Completed
1257,434,2025-11-17,Direct,Central,18.69,1.87,7.81,24.63,24.63,Completed
1258,435,2024-10-25,Email,North,534.01,26.7,0.0,507.31,507.31,Completed
1259,436,2025-03-18,Organic Search,West,295.86,44.38,0.0,251.48,251.48,Completed
1260,437,2025-07-29,Organic Search,Central,287.98,0.0,0.0,287.98,287.98,Completed
1261,437,2025-10-27,Social Media,Central,173.03,0.0,0.0,173.03,173.03,Completed
1262,438,2025-08-04,Direct,West,253.62,0.0,0.0,253.62,253.62,Completed
1263,439,2025-01-30,Organic Search,South,521.16,0.0,0.0,521.16,521.16,Completed
1264,439,2025-05-12,Social Media,South,66.9,0.0,6.68,73.58,73.58,Completed
1265,440,2024-11-08,Social Media,Central,359.01,0.0,0.0,359.01,359.01,Completed
1266,440,2025-06-03,Email,Central,95.4,4.77,0.0,90.63,90.63,Completed
1267,440,2025-07-11,Social Media,Central,798.98,119.85,0.0,679.13,679.13,Completed
1268,440,2025-11-30,Paid Ads,Central,73.2,0.0,8.03,81.23,81.23,Completed
1269,441,2024-01-07,Paid Ads,West,258.65,0.0,0.0,258.65,258.65,Completed
1270,441,2025-04-03,Social Media,West,158.47,0.0,0.0,158.47,158.47,Completed
1271,441,2025-04-16,Direct,West,581.43,0.0,0.0,581.43,581.43,Completed
1272,443,2025-08-10,Organic Search,East,165.41,24.81,0.0,140.6,140.6,Completed
1273,443,2025-09-26,Paid Ads,East,1735.11,86.76,0.0,1648.35,1648.35,Completed
1274,443,2025-11-16,Social Media,East,802.92,0.0,0.0,802.92,802.92,Completed
1275,444,2025-07-25,Referral,South,330.76,0.0,0.0,330.76,330.76,Completed
1276,444,2025-08-15,Social Media,South,310.43,15.52,0.0,294.91,294.91,Completed
1277,445,2023-10-22,Email,East,288.63,14.43,0.0,274.2,274.2,Completed
1278,445,2024-02-21,Email,East,90.59,0.0,0.0,90.59,90.59,Completed
1279,445,2024-05-22,Organic Search,East,232.44,0.0,0.0,232.44,232.44,Completed
1280,445,2024-09-06,Organic Search,East,442.29,0.0,0.0,442.29,442.29,Completed
1281,445,2024-10-05,Direct,East,124.45,0.0,0.0,124.45,124.45,Completed
1282,445,2024-11-03,Organic Search,East,61.94,0.0,8.57,70.51,70.51,Completed
1283,445,2024-11-19,Social Media,East,1939.08,0.0,0.0,1939.08,1939.08,Completed
1284,445,2025-02-16,Email,East,926.34,46.32,0.0,880.02,880.02,Completed
1285,445,2025-09-15,Organic Search,East,159.21,0.0,0.0,159.21,159.21,Completed
1286,446,2023-08-22,Organic Search,East,146.86,14.69,0.0,132.17,132.17,Completed
1287,446,2023-08-27,Email,East,2568.73,0.0,0.0,2568.73,2568.73,Completed
1288,446,2023-11-17,Paid Ads,East,708.21,70.82,0.0,637.39,637.39,Completed
1289,446,2023-12-03,Paid Ads,East,574.05,0.0,0.0,574.05,574.05,Completed
1290,446,2024-02-23,Organic Search,East,1770.23,0.0,0.0,1770.23,1770.23,Completed
1291,446,2024-04-16,Paid Ads,East,89.2,13.38,0.0,75.82,75.82,Completed
1292,446,2024-04-22,Paid Ads,East,621.11,31.06,0.0,590.05,590.05,Completed
1293,446,2024-06-09,Email,East,458.56,0.0,0.0,458.56,458.56,Completed
1294,446,2024-07-22,Direct,East,35.97,7.19,6.9,35.68,35.68,Completed
1295,446,2024-08-06,Direct,East,74.45,0.0,7.64,0.0,82.09,Returned
1296,446,2025-01-27,Organic Search,East,607.63,0.0,0.0,607.63,607.63,Completed
1297,446,2025-02-27,Direct,East,56.55,0.0,6.65,63.2,63.2,Completed
1298,446,2025-06-23,Paid Ads,East,33.67,3.37,5.39,35.69,35.69,Completed
1299,446,2025-09-15,Organic Search,East,109.9,5.5,0.0,104.4,104.4,Completed
1300,446,2025-11-10,Social Media,East,169.08,0.0,0.0,169.08,169.08,Completed
1301,447,2024-04-27,Social Media,South,364.94,0.0,0.0,364.94,364.94,Completed
1302,447,2024-07-08,Email,South,553.59,27.68,0.0,525.91,525.91,Completed
1303,447,2024-09-26,Email,South,166.11,0.0,0.0,166.11,166.11,Completed
1304,447,2024-10-14,Email,South,14.88,1.49,5.25,18.64,18.64,Completed
1305,448,2023-10-30,Paid Ads,South,678.22,67.82,0.0,610.4,610.4,Completed
1306,448,2023-11-21,Organic Search,South,757.44,0.0,0.0,757.44,757.44,Completed
1307,448,2024-03-10,Paid Ads,South,121.99,0.0,0.0,121.99,121.99,Completed
1308,448,2024-04-03,Social Media,South,102.38,0.0,0.0,0.0,102.38,Returned
1309,448,2024-04-26,Email,South,108.36,5.42,0.0,102.94,102.94,Completed
1310,448,2024-05-14,Email,South,329.2,0.0,0.0,329.2,329.2,Completed
1311,448,2024-06-16,Paid Ads,South,145.54,0.0,0.0,145.54,145.54,Completed
1312,448,2024-07-08,Direct,South,15.55,0.0,8.94,24.49,24.49,Completed
1313,448,2024-09-18,Social Media,South,80.24,0.0,0.0,80.24,80.24,Completed
1314,448,2024-10-06,Direct,South,1386.49,69.32,0.0,1317.17,1317.17,Completed
1315,448,2024-11-17,Paid Ads,South,513.44,0.0,0.0,513.44,513.44,Completed
1316,448,2024-12-02,Organic Search,South,270.6,13.53,0.0,257.07,257.07,Completed
1317,448,2025-02-04,Organic Search,South,68.18,13.64,4.73,59.27,59.27,Completed
1318,448,2025-02-12,Direct,South,64.72,3.24,6.92,68.4,68.4,Completed
1319,448,2025-02-16,Organic Search,South,524.45,0.0,0.0,524.45,524.45,Completed
1320,448,2025-05-22,Email,South,30.58,1.53,8.08,37.13,37.13,Completed
1321,448,2025-06-12,Referral,South,192.31,0.0,0.0,192.31,192.31,Completed
1322,449,2024-12-08,Paid Ads,North,184.4,0.0,0.0,184.4,184.4,Completed
1323,449,2024-12-31,Paid Ads,North,300.17,0.0,0.0,300.17,300.17,Completed
1324,449,2025-01-17,Organic Search,North,843.32,0.0,0.0,0.0,843.32,Returned
1325,449,2025-01-28,Organic Search,North,118.46,0.0,0.0,118.46,118.46,Completed
1326,449,2025-03-16,Paid Ads,North,39.99,0.0,4.07,44.06,44.06,Completed
1327,449,2025-05-20,Social Media,North,869.34,0.0,0.0,869.34,869.34,Completed
1328,449,2025-05-28,Direct,North,63.25,0.0,7.42,70.67,70.67,Completed
1329,449,2025-06-18,Paid Ads,North,289.66,28.97,0.0,260.69,260.69,Completed
1330,449,2025-09-11,Organic Search,North,127.35,12.74,0.0,114.61,114.61,Completed
1331,449,2025-09-27,Paid Ads,North,637.98,127.6,0.0,510.38,510.38,Completed
1332,449,2025-12-16,Social Media,North,527.37,0.0,0.0,527.37,527.37,Completed
1333,450,2025-06-22,Email,West,115.9,17.39,0.0,0.0,98.51,Returned
1334,450,2025-11-03,Organic Search,West,291.45,0.0,0.0,0.0,291.45,Returned
1335,451,2025-11-28,Referral,West,262.62,26.26,0.0,236.36,236.36,Completed
1336,451,2025-12-08,Organic Search,West,109.58,5.48,0.0,104.1,104.1,Completed
1337,451,2025-12-12,Direct,West,783.56,0.0,0.0,783.56,783.56,Completed
1338,453,2025-05-05,Paid Ads,North,44.26,0.0,6.8,51.06,51.06,Completed
1339,453,2025-07-03,Paid Ads,North,1259.66,0.0,0.0,1259.66,1259.66,Completed
1340,453,2025-12-21,Email,North,60.75,6.08,6.61,61.28,61.28,Completed
1341,454,2024-07-09,Organic Search,East,616.01,0.0,0.0,616.01,616.01,Completed
1342,454,2024-08-13,Paid Ads,East,248.22,37.23,0.0,210.99,210.99,Completed
1343,454,2024-10-24,Email,East,838.88,41.94,0.0,796.94,796.94,Completed
1344,454,2025-01-03,Organic Search,East,436.55,0.0,0.0,436.55,436.55,Completed
1345,454,2025-01-26,Direct,East,1167.22,233.44,0.0,933.78,933.78,Completed
1346,454,2025-02-24,Paid Ads,East,23.61,1.18,6.25,28.68,28.68,Completed
1347,454,2025-03-18,Organic Search,East,496.4,0.0,0.0,496.4,496.4,Completed
1348,454,2025-05-01,Referral,East,266.67,0.0,0.0,266.67,266.67,Completed
1349,454,2025-07-12,Organic Search,East,81.12,0.0,0.0,81.12,81.12,Completed
1350,454,2025-07-26,Organic Search,East,41.45,8.29,8.46,41.62,41.62,Completed
1351,454,2025-11-24,Organic Search,East,237.33,23.73,0.0,213.6,213.6,Completed
1352,454,2025-12-05,Paid Ads,East,104.4,0.0,0.0,0.0,104.4,Returned
1353,455,2024-11-18,Direct,West,51.51,0.0,4.72,56.23,56.23,Completed
1354,455,2025-01-25,Direct,West,86.61,8.66,0.0,77.95,77.95,Completed
1355,456,2024-11-08,Organic Search,South,549.41,0.0,0.0,549.41,549.41,Completed
1356,457,2024-08-03,Social Media,West,212.6,0.0,0.0,212.6,212.6,Completed
1357,457,2025-03-27,Referral,West,540.81,0.0,0.0,540.81,540.81,Completed
1358,457,2025-05-02,Paid Ads,West,1480.33,0.0,0.0,1480.33,1480.33,Completed
1359,457,2025-06-04,Direct,West,1207.74,0.0,0.0,0.0,1207.74,Returned
1360,458,2025-03-01,Organic Search,East,24.84,0.0,4.93,29.77,29.77,Completed
1361,458,2025-04-01,Social Media,East,131.7,26.34,0.0,0.0,105.36,Returned
1362,458,2025-05-06,Direct,East,753.81,0.0,0.0,753.81,753.81,Completed
1363,458,2025-05-18,Paid Ads,East,194.47,9.72,0.0,184.75,184.75,Completed
1364,458,2025-08-05,Social Media,East,58.43,0.0,6.24,64.67,64.67,Completed
1365,459,2025-06-07,Email,North,319.28,15.96,0.0,303.32,303.32,Completed
1366,461,2025-04-04,Email,North,2592.6,0.0,0.0,2592.6,2592.6,Completed
1367,462,2024-03-01,Organic Search,South,77.74,0.0,0.0,77.74,77.74,Completed
1368,462,2024-04-08,Direct,South,1136.57,0.0,0.0,1136.57,1136.57,Completed
1369,462,2024-05-08,Direct,South,102.14,0.0,0.0,102.14,102.14,Completed
1370,462,2024-07-28,Social Media,South,663.39,99.51,0.0,563.88,563.88,Completed
1371,462,2024-11-12,Organic Search,South,153.92,0.0,0.0,153.92,153.92,Completed
1372,463,2025-02-06,Organic Search,East,160.21,16.02,0.0,144.19,144.19,Completed
1373,463,2025-06-02,Email,East,380.56,0.0,0.0,380.56,380.56,Completed
1374,463,2025-11-17,Organic Search,East,358.95,17.95,0.0,341.0,341.0,Completed
1375,464,2025-08-25,Social Media,South,50.55,0.0,6.19,56.74,56.74,Completed
1376,467,2025-09-04,Paid Ads,South,620.55,0.0,0.0,620.55,620.55,Completed
1377,468,2024-08-19,Paid Ads,South,777.92,0.0,0.0,777.92,777.92,Completed
1378,468,2024-11-11,Social Media,South,1982.6,0.0,0.0,1982.6,1982.6,Completed
1379,468,2024-12-24,Referral,South,552.67,27.63,0.0,525.04,525.04,Completed
1380,468,2025-03-20,Email,South,912.84,91.28,0.0,821.56,821.56,Completed
1381,468,2025-08-06,Direct,South,231.72,34.76,0.0,196.96,196.96,Completed
1382,468,2025-09-01,Paid Ads,South,82.22,12.33,0.0,69.89,69.89,Completed
1383,469,2024-09-06,Direct,West,56.66,0.0,8.84,65.5,65.5,Completed
1384,470,2024-07-22,Email,South,2311.77,0.0,0.0,2311.77,2311.77,Completed
1385,470,2024-11-17,Paid Ads,South,804.73,40.24,0.0,764.49,764.49,Completed
1386,470,2025-02-03,Direct,South,2598.24,0.0,0.0,2598.24,2598.24,Completed
1387,470,2025-03-20,Social Media,South,1834.21,0.0,0.0,1834.21,1834.21,Completed
1388,471,2023-12-09,Social Media,East,100.28,0.0,0.0,100.28,100.28,Completed
1389,471,2024-04-21,Email,East,237.71,0.0,0.0,0.0,237.71,Returned
1390,471,2024-12-01,Paid Ads,East,67.73,10.16,7.82,65.39,65.39,Completed
1391,471,2025-07-17,Social Media,East,40.27,0.0,7.39,47.66,47.66,Completed
1392,471,2025-08-17,Referral,East,58.6,8.79,8.9,58.71,58.71,Completed
1393,471,2025-08-20,Organic Search,East,143.58,0.0,0.0,143.58,143.58,Completed
1394,472,2024-11-17,Direct,West,958.0,143.7,0.0,814.3,814.3,Completed
1395,472,2025-02-28,Email,West,26.42,5.28,8.81,29.95,29.95,Completed
1396,472,2025-05-01,Paid Ads,West,136.14,6.81,0.0,129.33,129.33,Completed
1397,472,2025-05-09,Paid Ads,West,472.79,0.0,0.0,472.79,472.79,Completed
1398,472,2025-05-27,Social Media,West,207.53,20.75,0.0,186.78,186.78,Completed
1399,472,2025-06-10,Email,West,297.16,44.57,0.0,252.59,252.59,Completed
1400,472,2025-09-30,Social Media,West,67.44,0.0,4.16,71.6,71.6,Completed
1401,472,2025-12-24,Organic Search,West,57.01,0.0,7.78,0.0,64.79,Returned
1402,473,2023-07-11,Direct,North,1714.35,0.0,0.0,1714.35,1714.35,Completed
1403,473,2023-12-12,Referral,North,955.52,143.33,0.0,812.19,812.19,Completed
1404,473,2023-12-20,Social Media,North,480.55,72.08,0.0,408.47,408.47,Completed
1405,473,2024-05-12,Paid Ads,North,115.87,11.59,0.0,104.28,104.28,Completed
1406,473,2024-05-13,Organic Search,North,55.33,0.0,5.05,60.38,60.38,Completed
1407,473,2024-06-25,Paid Ads,North,95.77,0.0,0.0,0.0,95.77,Returned
1408,473,2024-07-23,Paid Ads,North,45.37,4.54,6.52,47.35,47.35,Completed
1409,473,2024-11-10,Email,North,451.23,45.12,0.0,406.11,406.11,Completed
1410,474,2024-07-14,Referral,East,8.81,0.88,4.19,12.12,12.12,Completed
1411,476,2023-11-11,Paid Ads,South,508.95,0.0,0.0,508.95,508.95,Completed
1412,476,2023-11-20,Organic Search,South,86.58,0.0,0.0,0.0,86.58,Returned
1413,476,2023-12-14,Social Media,South,79.15,0.0,0.0,79.15,79.15,Completed
1414,476,2024-01-31,Referral,South,82.86,12.43,0.0,70.43,70.43,Completed
1415,476,2024-03-15,Organic Search,South,386.86,0.0,0.0,386.86,386.86,Completed
1416,476,2024-04-14,Direct,South,128.93,6.45,0.0,122.48,122.48,Completed
1417,476,2024-04-23,Paid Ads,South,239.11,0.0,0.0,239.11,239.11,Completed
1418,476,2024-05-28,Email,South,1051.32,157.7,0.0,893.62,893.62,Completed
