customer_id,last_order,frequency,monetary,recency,R,F,M,rfm_score,segment
522,2025-12-08,6,3318.4100000000003,23,5,5,5,15,Champions
523,2025-03-20,2,253.35000000000002,286,2,2,1,5,Hibernating
524,2025-10-26,1,273.62,66,4,1,1,6,At Risk
525,2024-11-01,1,851.63,425,1,1,3,5,Hibernating
526,2024-04-08,4,4952.6,632,1,4,5,10,Loyal Customers
527,2025-06-04,3,1723.5099999999998,210,3,3,4,10,Loyal Customers
528,2024-08-10,1,362.61,508,1,1,2,4,Hibernating
529,2024-05-07,1,155.69,603,1,1,1,3,Hibernating
530,2025-09-04,1,381.58,118,4,1,2,7,At Risk
531,2025-02-26,1,421.99,308,2,1,2,5,Hibernating
532,2025-11-16,1,110.07,45,5,1,1,7,At Risk
533,2025-11-03,4,1891.71,58,4,4,4,12,Loyal Customers
534,2025-11-11,2,1012.02,50,5,2,3,10,Loyal Customers
535,2025-12-08,7,4115.78,23,5,5,5,15,Champions
536,2024-06-28,1,245.27,551,1,1,1,3,Hibernating
537,2025-05-16,7,3807.4900000000002,229,3,5,5,13,Champions
538,2024-11-21,2,1850.5600000000002,405,2,2,4,8,Potential Loyalists
539,2025-02-07,3,666.22,327,2,3,2,7,At Risk
540,2025-12-01,1,1076.49,30,5,1,3,9,Potential Loyalists
541,2025-01-30,1,1536.69,335,2,1,4,7,At Risk
542,2025-12-19,2,493.03,12,5,2,2,9,Potential Loyalists
543,2025-03-10,1,61.75,296,2,1,1,4,Hibernating
544,2025-10-20,2,160.05,72,4,2,1,7,At Risk
547,2024-10-12,1,2311.61,445,1,1,4,6,At Risk
548,2025-04-23,2,476.49,252,3,2,2,7,At Risk
549,2025-10-06,1,99.79,86,4,1,1,6,At Risk
551,2025-01-22,4,2392.85,343,2,4,4,10,Loyal Customers
552,2025-06-19,6,2731.17,195,3,5,5,13,Champions
554,2025-10-15,4,1761.42,77,4,4,4,12,Loyal Customers
555,2025-06-07,2,752.41,207,3,2,3,8,Potential Loyalists
556,2025-12-25,3,1993.0299999999997,6,5,3,4,12,Loyal Customers
557,2025-12-28,3,781.26,3,5,3,3,11,Loyal Customers
560,2025-09-28,2,797.89,94,4,2,3,9,Potential Loyalists
561,2025-07-23,2,2640.57,161,3,2,4,9,Potential Loyalists
562,2024-12-20,3,819.51,376,2,3,3,8,Potential Loyalists
563,2024-09-01,1,261.24,486,1,1,1,3,Hibernating
564,2024-02-08,3,690.42,692,1,3,2,6,At Risk
565,2025-06-03,11,5971.51,211,3,5,5,13,Champions
566,2025-07-17,1,41.31,167,3,1,1,5,Hibernating
567,2025-04-09,6,2391.54,266,2,5,4,11,Loyal Customers
568,2025-10-29,4,1124.76,63,4,4,3,11,Loyal Customers
569,2025-06-25,1,436.9,189,3,1,2,6,At Risk
571,2025-01-18,2,773.13,347,2,2,3,7,At Risk
572,2025-12-17,15,6467.59,14,5,5,5,15,Champions
573,2025-12-14,5,879.89,17,5,4,3,12,Loyal Customers
576,2025-05-07,5,780.56,238,3,4,3,10,Loyal Customers
577,2025-12-05,2,1192.1799999999998,26,5,2,3,10,Loyal Customers
578,2024-10-11,2,1611.24,446,1,2,4,7,At Risk
579,2025-09-19,3,2842.73,103,4,3,5,12,Loyal Customers
580,2024-08-04,1,346.52,514,1,1,2,4,Hibernating
581,2025-11-02,2,652.18,59,4,2,2,8,Potential Loyalists
582,2024-10-23,3,393.28,434,1,3,2,6,At Risk
583,2025-10-20,1,844.29,72,4,1,3,8,Potential Loyalists
585,2025-12-27,2,818.37,4,5,2,3,10,Loyal Customers
586,2025-06-30,5,4601.87,184,3,4,5,12,Loyal Customers
588,2025-07-30,1,165.08,154,3,1,1,5,Hibernating
589,2024-09-01,1,691.12,486,1,1,2,4,Hibernating
591,2025-02-19,3,1236.7,315,2,3,3,8,Potential Loyalists
592,2025-10-17,15,4138.87,75,4,5,5,14,Champions
593,2025-12-27,1,233.48,4,5,1,1,7,At Risk
594,2025-12-12,11,1779.92,19,5,5,4,14,Champions
595,2025-10-15,9,5265.14,77,4,5,5,14,Champions
596,2025-07-17,4,1329.6799999999998,167,3,4,3,10,Loyal Customers
597,2023-12-19,1,2217.27,743,1,1,4,6,At Risk
598,2025-02-27,1,418.42,307,2,1,2,5,Hibernating
599,2024-07-13,2,924.73,536,1,2,3,6,At Risk
600,2025-10-01,5,1479.99,91,4,4,4,12,Loyal Customers
601,2024-05-13,1,272.98,597,1,1,1,3,Hibernating
602,2024-03-25,2,786.6600000000001,646,1,2,3,6,At Risk
603,2025-11-29,2,323.53,32,5,2,2,9,Potential Loyalists
605,2025-10-22,3,961.38,70,4,3,3,10,Loyal Customers
606,2025-12-20,3,217.98,11,5,3,1,9,Potential Loyalists
607,2025-02-28,2,797.03,306,2,2,3,7,At Risk
608,2024-08-28,5,2236.02,490,1,4,4,9,Potential Loyalists
609,2024-03-11,1,664.83,660,1,1,2,4,Hibernating
610,2025-09-28,6,4811.7,94,4,5,5,14,Champions
613,2025-06-15,3,1051.14,199,3,3,3,9,Potential Loyalists
614,2024-11-27,7,2538.98,399,2,5,4,11,Loyal Customers
615,2024-12-08,1,75.91,388,2,1,1,4,Hibernating
616,2025-12-21,10,4390.3099999999995,10,5,5,5,15,Champions
617,2025-04-28,1,466.99,247,3,1,2,6,At Risk
619,2025-12-02,11,3724.6,29,5,5,5,15,Champions
620,2025-10-19,9,1868.65,73,4,5,4,13,Champions
621,2025-11-11,3,2248.59,50,5,3,4,12,Loyal Customers
622,2024-03-31,3,742.14,640,1,3,3,7,At Risk
624,2025-07-29,8,1948.08,155,3,5,4,12,Loyal Customers
626,2025-06-18,5,683.81,196,3,4,2,9,Potential Loyalists
627,2025-06-19,7,2127.34,195,3,5,4,12,Loyal Customers
628,2025-11-15,9,5612.29,46,5,5,5,15,Champions
629,2024-11-10,1,249.53,416,2,1,1,4,Hibernating
630,2025-01-10,1,179.91,355,2,1,1,4,Hibernating
631,2025-02-22,7,4920.22,312,2,5,5,12,Loyal Customers
632,2025-07-20,5,2558.15,164,3,4,4,11,Loyal Customers
633,2025-11-22,4,462.38,39,5,4,2,11,Loyal Customers
634,2025-03-16,2,146.66,290,2,2,1,5,Hibernating
635,2025-07-01,1,414.51,183,3,1,2,6,At Risk
636,2025-12-08,5,2682.2200000000003,23,5,4,5,14,Champions
637,2025-12-27,3,1266.3700000000001,4,5,3,3,11,Loyal Customers
638,2025-12-12,8,3940.39,19,5,5,5,15,Champions
639,2024-02-08,3,613.61,692,1,3,2,6,At Risk
641,2025-12-06,1,892.71,25,5,1,3,9,Potential Loyalists
642,2025-06-19,1,75.2,195,3,1,1,5,Hibernating
643,2024-12-27,1,403.53,369,2,1,2,5,Hibernating
644,2025-05-22,6,2759.5,223,3,5,5,13,Champions
648,2025-11-21,1,72.58,40,5,1,1,7,At Risk
649,2023-11-13,1,838.4,779,1,1,3,5,Hibernating
650,2023-12-23,1,28.24,739,1,1,1,3,Hibernating
652,2025-05-27,7,2382.35,218,3,5,4,12,Loyal Customers
654,2024-03-14,2,242.86,657,1,2,1,4,Hibernating
656,2025-12-18,11,4748.1,13,5,5,5,15,Champions
657,2025-12-08,4,1374.31,23,5,4,4,13,Champions
658,2024-12-03,1,496.84,393,2,1,2,5,Hibernating
659,2025-04-21,7,4764.34,254,3,5,5,13,Champions
660,2024-10-16,2,250.58,441,1,2,1,4,Hibernating
661,2025-04-13,3,1928.5300000000002,262,2,3,4,9,Potential Loyalists
662,2025-03-19,3,1773.77,287,2,3,4,9,Potential Loyalists
663,2024-06-18,2,504.93,561,1,2,2,5,Hibernating
664,2025-11-30,3,2479.7,31,5,3,4,12,Loyal Customers
665,2025-01-06,2,929.1700000000001,359,2,2,3,7,At Risk
666,2024-01-15,1,132.12,716,1,1,1,3,Hibernating
667,2025-10-29,6,2402.7700000000004,63,4,5,4,13,Champions
669,2025-03-08,3,248.83999999999997,298,2,3,1,6,At Risk
670,2025-02-22,3,881.1,312,2,3,3,8,Potential Loyalists
671,2025-11-10,1,18.61,51,5,1,1,7,At Risk
672,2025-12-07,3,1343.25,24,5,3,3,11,Loyal Customers
675,2025-06-10,8,3763.4,204,3,5,5,13,Champions
676,2025-08-16,2,1968.41,137,4,2,4,10,Loyal Customers
677,2025-09-21,3,1295.29,101,4,3,3,10,Loyal Customers
678,2024-11-11,2,539.29,415,2,2,2,6,At Risk
679,2025-12-03,1,441.59,28,5,1,2,8,Potential Loyalists
680,2025-09-07,1,26.04,115,4,1,1,6,At Risk
681,2024-02-15,1,113.19,685,1,1,1,3,Hibernating
682,2025-07-03,1,263.97,181,3,1,1,5,Hibernating
683,2025-01-22,7,6736.8099999999995,343,2,5,5,12,Loyal Customers
684,2025-01-28,3,2337.76,337,2,3,4,9,Potential Loyalists
685,2025-07-21,1,223.22,163,3,1,1,5,Hibernating
686,2024-12-28,1,519.41,368,2,1,2,5,Hibernating
689,2025-06-10,4,1273.26,204,3,4,3,10,Loyal Customers
690,2025-03-09,1,2043.22,297,2,1,4,7,At Risk
691,2024-05-20,1,22.61,590,1,1,1,3,Hibernating
692,2025-01-23,1,63.97,342,2,1,1,4,Hibernating
693,2025-06-04,4,503.61,210,3,4,2,9,Potential Loyalists
694,2025-08-18,5,2015.28,135,4,4,4,12,Loyal Customers
695,2025-11-10,2,3721.82,51,5,2,5,12,Loyal Customers
696,2025-10-25,16,4285.62,67,4,5,5,14,Champions
697,2025-12-22,1,551.09,9,5,1,2,8,Potential Loyalists
698,2024-07-18,1,133.42,531,1,1,1,3,Hibernating
699,2025-03-16,2,1760.03,290,2,2,4,8,Potential Loyalists
700,2025-02-04,2,203.42000000000002,330,2,2,1,5,Hibernating
701,2025-06-06,3,496.59,208,3,3,2,8,Potential Loyalists
702,2025-05-08,1,27.64,237,3,1,1,5,Hibernating
703,2025-05-30,3,2158.63,215,3,3,4,10,Loyal Customers
704,2025-10-09,2,927.97,83,4,2,3,9,Potential Loyalists
705,2025-03-11,4,827.8599999999999,295,2,4,3,9,Potential Loyalists
706,2024-11-10,2,373.5,416,2,2,2,6,At Risk
707,2024-08-28,6,690.61,490,1,5,2,8,Potential Loyalists
708,2025-11-27,9,5365.5,34,5,5,5,15,Champions
711,2025-11-13,1,678.33,48,5,1,2,8,Potential Loyalists
712,2025-09-05,1,685.17,117,4,1,2,7,At Risk
713,2025-05-25,2,84.72,220,3,2,1,6,At Risk
714,2025-08-24,1,653.43,129,4,1,2,7,At Risk
715,2025-07-02,7,5373.56,182,3,5,5,13,Champions
717,2025-03-23,6,4603.0,283,2,5,5,12,Loyal Customers
718,2025-09-02,4,1753.45,120,4,4,4,12,Loyal Customers
719,2025-08-21,5,612.64,132,4,4,2,10,Loyal Customers
720,2024-07-05,1,623.43,544,1,1,2,4,Hibernating
721,2025-10-19,7,2437.2599999999998,73,4,5,4,13,Champions
722,2025-09-04,1,609.65,118,4,1,2,7,At Risk
723,2025-02-17,2,613.21,317,2,2,2,6,At Risk
724,2025-10-05,2,449.07,87,4,2,2,8,Potential Loyalists
725,2024-11-06,1,323.04,420,1,1,2,4,Hibernating
726,2025-12-17,2,2290.03,14,5,2,4,11,Loyal Customers
727,2025-11-16,3,1610.0,45,5,3,4,12,Loyal Customers
728,2025-10-14,2,3399.7200000000003,78,4,2,5,11,Loyal Customers
729,2025-06-21,3,876.81,193,3,3,3,9,Potential Loyalists
730,2025-11-03,7,4632.0199999999995,58,4,5,5,14,Champions
731,2025-02-12,2,329.0,322,2,2,2,6,At Risk
732,2024-07-18,6,1490.02,531,1,5,4,10,Loyal Customers
734,2025-03-11,1,226.32,295,2,1,1,4,Hibernating
736,2024-10-15,3,872.72,442,1,3,3,7,At Risk
737,2025-12-04,16,9700.35,27,5,5,5,15,Champions
738,2024-11-26,3,494.69,400,2,3,2,7,At Risk
739,2025-02-11,3,1083.98,323,2,3,3,8,Potential Loyalists
740,2025-03-22,2,587.97,284,2,2,2,6,At Risk
741,2024-09-19,1,463.65,468,1,1,2,4,Hibernating
742,2025-10-30,3,433.39,62,4,3,2,9,Potential Loyalists
743,2025-05-12,2,643.99,233,3,2,2,7,At Risk
744,2025-11-22,2,305.56,39,5,2,2,9,Potential Loyalists
745,2025-08-12,1,91.91,141,3,1,1,5,Hibernating
747,2025-12-20,11,3072.9,11,5,5,5,15,Champions
750,2025-11-08,3,2166.15,53,5,3,4,12,Loyal Customers
751,2025-11-06,1,418.25,55,5,1,2,8,Potential Loyalists
752,2025-12-21,9,3443.06,10,5,5,5,15,Champions
753,2025-04-16,8,4371.0,259,2,5,5,12,Loyal Customers
755,2024-10-02,7,4238.92,455,1,5,5,11,Loyal Customers
756,2025-09-09,8,4631.53,113,4,5,5,14,Champions
757,2025-02-18,4,1087.28,316,2,4,3,9,Potential Loyalists
759,2025-07-12,5,2502.42,172,3,4,4,11,Loyal Customers
760,2025-07-26,2,379.28000000000003,158,3,2,2,7,At Risk
761,2025-08-13,5,1182.1200000000001,140,3,4,3,10,Loyal Customers
762,2025-06-23,2,1965.5300000000002,191,3,2,4,9,Potential Loyalists
763,2025-01-03,1,905.88,362,2,1,3,6,At Risk
764,2025-02-23,2,2314.8599999999997,311,2,2,4,8,Potential Loyalists
766,2025-11-29,12,3055.7,32,5,5,5,15,Champions
768,2025-08-30,6,2231.01,123,4,5,4,13,Champions
769,2025-12-12,3,971.51,19,5,3,3,11,Loyal Customers
770,2024-10-09,1,781.03,448,1,1,3,5,Hibernating
771,2025-01-01,1,450.06,364,2,1,2,5,Hibernating
772,2025-10-12,2,254.57,80,4,2,1,7,At Risk
773,2024-08-07,1,875.2,511,1,1,3,5,Hibernating
774,2025-09-06,2,507.43999999999994,116,4,2,2,8,Potential Loyalists
775,2025-09-30,1,666.41,92,4,1,2,7,At Risk
776,2025-03-25,3,638.1,281,2,3,2,7,At Risk
777,2025-04-26,2,1411.6,249,3,2,4,9,Potential Loyalists
778,2024-08-23,1,1810.66,495,1,1,4,6,At Risk
780,2025-12-28,4,380.68,3,5,4,2,11,Loyal Customers
781,2024-07-26,5,483.62,523,1,4,2,7,At Risk
782,2025-12-28,1,1082.0,3,5,1,3,9,Potential Loyalists
783,2025-11-26,7,2142.0,35,5,5,4,14,Champions
784,2025-04-17,4,1057.32,258,2,4,3,9,Potential Loyalists
785,2024-05-31,3,333.41,579,1,3,2,6,At Risk
786,2024-09-27,4,2180.55,460,1,4,4,9,Potential Loyalists
787,2024-05-29,3,1190.26,581,1,3,3,7,At Risk
788,2025-11-01,9,4925.17,60,4,5,5,14,Champions
789,2024-05-29,7,1492.8,581,1,5,4,10,Loyal Customers
790,2025-10-23,2,441.53,69,4,2,2,8,Potential Loyalists
791,2025-06-24,5,523.27,190,3,4,2,9,Potential Loyalists
792,2025-06-10,2,678.6800000000001,204,3,2,2,7,At Risk
793,2025-11-28,5,2797.45,33,5,4,5,14,Champions
794,2024-07-05,1,770.27,544,1,1,3,5,Hibernating
795,2024-04-17,2,1922.6299999999999,623,1,2,4,7,At Risk
796,2025-11-10,5,2210.66,51,5,4,4,13,Champions
797,2024-08-01,4,1246.67,517,1,4,3,8,Potential Loyalists
798,2025-11-05,2,370.25,56,4,2,2,8,Potential Loyalists
799,2024-07-25,9,9131.45,524,1,5,5,11,Loyal Customers
800,2025-05-18,1,1254.72,227,3,1,3,7,At Risk
801,2024-12-16,8,3011.5,380,2,5,5,12,Loyal Customers
802,2025-08-23,2,115.72999999999999,130,4,2,1,7,At Risk
803,2025-03-10,1,174.25,296,2,1,1,4,Hibernating
804,2025-05-19,3,2610.62,226,3,3,4,10,Loyal Customers
805,2025-06-11,2,707.48,203,3,2,2,7,At Risk
807,2025-12-09,2,736.2199999999999,22,5,2,3,10,Loyal Customers
808,2025-04-29,4,2238.66,246,3,4,4,11,Loyal Customers
809,2024-06-08,1,70.28,571,1,1,1,3,Hibernating
810,2024-05-21,1,271.31,589,1,1,1,3,Hibernating
811,2025-10-02,5,528.92,90,4,4,2,10,Loyal Customers
812,2025-10-12,2,1961.6399999999999,80,4,2,4,10,Loyal Customers
816,2025-08-02,7,1851.15,151,3,5,4,12,Loyal Customers
817,2025-02-24,5,789.64,310,2,4,3,9,Potential Loyalists
818,2025-10-09,4,1838.31,83,4,4,4,12,Loyal Customers
819,2025-12-06,6,2732.6400000000003,25,5,5,5,15,Champions
820,2025-12-28,2,225.91,3,5,2,1,8,Potential Loyalists
821,2025-03-14,10,4029.54,292,2,5,5,12,Loyal Customers
822,2025-01-01,4,1439.93,364,2,4,4,10,Loyal Customers
823,2025-07-10,1,78.25,174,3,1,1,5,Hibernating
824,2025-04-17,2,729.43,258,2,2,3,7,At Risk
825,2025-06-15,3,2725.4700000000003,199,3,3,5,11,Loyal Customers
826,2025-06-24,5,2437.61,190,3,4,4,11,Loyal Customers
827,2025-12-13,7,3065.82,18,5,5,5,15,Champions
828,2024-08-28,9,3200.54,490,1,5,5,11,Loyal Customers
829,2024-10-05,1,473.64,452,1,1,2,4,Hibernating
832,2023-09-28,2,715.77,825,1,2,2,5,Hibernating
833,2025-12-15,2,214.37,16,5,2,1,8,Potential Loyalists
834,2025-08-30,1,237.03,123,4,1,1,6,At Risk
835,2025-04-05,3,1190.3,270,2,3,3,8,Potential Loyalists
836,2024-08-30,3,1479.5300000000002,488,1,3,4,8,Potential Loyalists
837,2025-12-24,1,339.04,7,5,1,2,8,Potential Loyalists
838,2025-06-29,5,4748.53,185,3,4,5,12,Loyal Customers
839,2025-05-14,1,1299.81,231,3,1,3,7,At Risk
840,2024-06-15,2,619.4300000000001,564,1,2,2,5,Hibernating
842,2024-12-15,2,910.29,381,2,2,3,7,At Risk
843,2025-10-07,12,11060.94,85,4,5,5,14,Champions
844,2025-01-17,2,2206.8999999999996,348,2,2,4,8,Potential Loyalists
845,2025-12-07,3,2683.74,24,5,3,5,13,Champions
846,2025-12-26,1,199.8,5,5,1,1,7,At Risk
847,2025-11-14,7,1939.03,47,5,5,4,14,Champions
849,2025-05-22,1,127.61,223,3,1,1,5,Hibernating
850,2025-06-22,5,2275.58,192,3,4,4,11,Loyal Customers
851,2025-12-20,3,700.56,11,5,3,2,10,Loyal Customers
852,2024-06-08,1,206.76,571,1,1,1,3,Hibernating
853,2025-07-11,3,480.71,173,3,3,2,8,Potential Loyalists
854,2025-09-15,5,3079.09,107,4,4,5,13,Champions
855,2024-02-14,2,941.55,686,1,2,3,6,At Risk
856,2024-07-03,1,39.24,546,1,1,1,3,Hibernating
857,2025-11-30,3,1249.12,31,5,3,3,11,Loyal Customers
862,2025-09-13,1,27.97,109,4,1,1,6,At Risk
863,2025-04-13,3,1872.51,262,2,3,4,9,Potential Loyalists
864,2025-08-23,2,975.83,130,4,2,3,9,Potential Loyalists
865,2024-07-21,7,2145.15,528,1,5,4,10,Loyal Customers
866,2025-02-17,6,3812.83,317,2,5,5,12,Loyal Customers
867,2023-12-31,1,221.69,731,1,1,1,3,Hibernating
868,2025-06-15,3,2071.2000000000003,199,3,3,4,10,Loyal Customers
870,2024-10-30,2,1287.71,427,1,2,3,6,At Risk
872,2025-11-03,6,3990.16,58,4,5,5,14,Champions
873,2025-08-04,3,940.6700000000001,149,3,3,3,9,Potential Loyalists
874,2025-11-15,1,228.41,46,5,1,1,7,At Risk
875,2025-04-30,5,2221.46,245,3,4,4,11,Loyal Customers
876,2025-07-25,1,355.61,159,3,1,2,6,At Risk
879,2025-12-05,1,1221.06,26,5,1,3,9,Potential Loyalists
880,2025-08-11,2,80.25,142,3,2,1,6,At Risk
881,2025-03-30,3,1147.88,276,2,3,3,8,Potential Loyalists
883,2025-06-21,4,871.8900000000001,193,3,4,3,10,Loyal Customers
884,2025-11-17,1,411.45,44,5,1,2,8,Potential Loyalists
885,2025-05-28,8,4145.92,217,3,5,5,13,Champions
886,2025-12-22,2,1105.8600000000001,9,5,2,3,10,Loyal Customers
887,2025-04-18,1,697.68,257,2,1,2,5,Hibernating
888,2025-11-25,1,122.65,36,5,1,1,7,At Risk
889,2024-06-20,3,955.75,559,1,3,3,7,At Risk
893,2024-12-09,2,346.82000000000005,387,2,2,2,6,At Risk
894,2025-10-24,13,6318.6900000000005,68,4,5,5,14,Champions
895,2025-01-15,1,76.76,350,2,1,1,4,Hibernating
897,2025-03-05,2,147.13,301,2,2,1,5,Hibernating
898,2025-11-03,11,4505.17,58,4,5,5,14,Champions
901,2025-02-04,8,3562.69,330,2,5,5,12,Loyal Customers
902,2025-10-03,2,379.12,89,4,2,2,8,Potential Loyalists
903,2025-11-25,5,1270.45,36,5,4,3,12,Loyal Customers
906,2025-12-22,12,7143.3,9,5,5,5,15,Champions
908,2025-08-19,3,1953.84,134,4,3,4,11,Loyal Customers
910,2025-10-14,1,17.54,78,4,1,1,6,At Risk
911,2025-08-17,3,1082.75,136,4,3,3,10,Loyal Customers
912,2025-05-08,3,627.32,237,3,3,2,8,Potential Loyalists
913,2024-09-10,8,4639.99,477,1,5,5,11,Loyal Customers
914,2025-09-14,2,158.95,108,4,2,1,7,At Risk
915,2025-09-22,9,4502.81,100,4,5,5,14,Champions
916,2025-12-30,7,2324.35,1,5,5,4,14,Champions
917,2025-05-10,1,681.5,235,3,1,2,6,At Risk
918,2025-04-29,4,1340.08,246,3,4,3,10,Loyal Customers
919,2024-06-15,3,1734.12,564,1,3,4,8,Potential Loyalists
920,2024-09-06,2,91.24000000000001,481,1,2,1,4,Hibernating
921,2024-07-02,1,201.32,547,1,1,1,3,Hibernating
923,2025-12-21,3,1337.33,10,5,3,3,11,Loyal Customers
924,2025-08-01,1,1351.04,152,3,1,4,8,Potential Loyalists
925,2025-01-10,2,1122.49,355,2,2,3,7,At Risk
926,2024-07-26,1,13.96,523,1,1,1,3,Hibernating
927,2024-06-27,1,311.18,552,1,1,2,4,Hibernating
929,2023-10-15,1,26.5,808,1,1,1,3,Hibernating
930,2024-10-31,2,725.3100000000001,426,1,2,3,6,At Risk
931,2025-07-31,3,213.55,153,3,3,1,7,At Risk
932,2025-05-21,3,1328.16,224,3,3,3,9,Potential Loyalists
933,2025-09-13,4,1301.65,109,4,4,3,11,Loyal Customers
934,2025-10-28,2,530.41,64,4,2,2,8,Potential Loyalists
935,2024-11-08,1,63.08,418,2,1,1,4,Hibernating
936,2025-05-28,5,3524.87,217,3,4,5,12,Loyal Customers
937,2025-07-23,4,1568.81,161,3,4,4,11,Loyal Customers
938,2025-10-16,4,1120.31,76,4,4,3,11,Loyal Customers
939,2024-05-02,2,1078.08,608,1,2,3,6,At Risk
940,2024-05-17,1,41.01,593,1,1,1,3,Hibernating
942,2025-02-18,1,316.74,316,2,1,2,5,Hibernating
943,2025-01-05,1,143.36,360,2,1,1,4,Hibernating
944,2024-06-13,2,273.63,566,1,2,1,4,Hibernating
945,2025-09-21,5,2217.2,101,4,4,4,12,Loyal Customers
947,2025-09-13,2,424.94,109,4,2,2,8,Potential Loyalists
948,2025-02-21,4,1468.78,313,2,4,4,10,Loyal Customers
949,2025-12-10,5,823.46,21,5,4,3,12,Loyal Customers
950,2025-11-24,1,230.38,37,5,1,1,7,At Risk
951,2024-05-10,1,84.19,600,1,1,1,3,Hibernating
952,2024-10-08,2,82.30000000000001,449,1,2,1,4,Hibernating
953,2023-11-26,1,142.58,766,1,1,1,3,Hibernating
954,2025-10-14,1,546.89,78,4,1,2,7,At Risk
955,2025-08-14,10,4831.65,139,3,5,5,13,Champions
956,2023-08-31,1,379.48,853,1,1,2,4,Hibernating
958,2025-03-26,1,688.26,280,2,1,2,5,Hibernating
959,2024-07-16,3,2137.2200000000003,533,1,3,4,8,Potential Loyalists
960,2025-08-01,1,48.55,152,3,1,1,5,Hibernating
961,2024-04-23,3,992.0500000000001,617,1,3,3,7,At Risk
962,2025-07-03,1,862.51,181,3,1,3,7,At Risk
963,2025-02-11,4,1587.94,323,2,4,4,10,Loyal Customers
964,2025-07-06,9,4435.38,178,3,5,5,13,Champions
965,2025-10-15,5,2589.72,77,4,4,4,12,Loyal Customers
966,2024-10-05,5,922.69,452,1,4,3,8,Potential Loyalists
967,2024-09-04,3,407.46000000000004,483,1,3,2,6,At Risk
968,2023-12-20,1,49.97,742,1,1,1,3,Hibernating
969,2024-10-28,1,471.81,429,1,1,2,4,Hibernating
970,2025-11-06,1,132.1,55,5,1,1,7,At Risk
971,2025-12-11,1,106.9,20,5,1,1,7,At Risk
972,2025-11-23,1,801.14,38,5,1,3,9,Potential Loyalists
973,2025-09-08,2,493.89,114,4,2,2,8,Potential Loyalists
974,2025-12-17,5,1849.76,14,5,4,4,13,Champions
975,2025-05-08,1,1103.57,237,3,1,3,7,At Risk
976,2025-02-07,3,947.3100000000001,327,2,3,3,8,Potential Loyalists
978,2025-04-20,5,2997.08,255,3,4,5,12,Loyal Customers
980,2025-10-15,3,227.4,77,4,3,1,8,Potential Loyalists
981,2024-05-27,1,284.9,583,1,1,2,4,Hibernating
982,2025-04-24,6,2088.56,251,3,5,4,12,Loyal Customers
983,2025-05-10,3,1689.54,235,3,3,4,10,Loyal Customers
984,2025-12-27,5,817.01,4,5,4,3,12,Loyal Customers
985,2025-11-26,8,5176.389999999999,35,5,5,5,15,Champions
986,2025-03-21,6,2763.72,285,2,5,5,12,Loyal Customers
987,2025-06-20,4,3055.1,194,3,4,5,12,Loyal Customers
988,2025-06-06,3,643.3199999999999,208,3,3,2,8,Potential Loyalists
989,2023-08-29,1,659.93,855,1,1,2,4,Hibernating
991,2024-04-27,4,2484.19,613,1,4,4,9,Potential Loyalists
992,2024-12-19,1,887.0,377,2,1,3,6,At Risk
993,2025-11-29,10,8062.9400000000005,32,5,5,5,15,Champions
994,2024-12-07,3,728.5600000000001,389,2,3,3,8,Potential Loyalists
995,2024-09-11,1,536.02,476,1,1,2,4,Hibernating
996,2025-09-08,2,1704.9099999999999,114,4,2,4,10,Loyal Customers
997,2024-12-20,4,407.26,376,2,4,2,8,Potential Loyalists
998,2025-06-17,5,2616.5299999999997,197,3,4,4,11,Loyal Customers
999,2025-08-05,8,5688.43,148,3,5,5,13,Champions
1000,2025-02-14,1,87.42,320,2,1,1,4,Hibernating
1001,2025-10-29,7,3415.45,63,4,5,5,14,Champions
1002,2024-10-08,2,770.31,449,1,2,3,6,At Risk
1003,2025-10-28,6,2694.8999999999996,64,4,5,5,14,Champions
1004,2025-11-10,10,3674.97,51,5,5,5,15,Champions
1006,2025-11-05,2,1166.12,56,4,2,3,9,Potential Loyalists
1007,2025-09-23,8,1934.06,99,4,5,4,13,Champions
1008,2025-11-04,2,106.48,57,4,2,1,7,At Risk
1009,2024-11-10,1,82.5,416,2,1,1,4,Hibernating
1010,2024-08-29,7,2735.37,489,1,5,5,11,Loyal Customers
1011,2025-09-09,7,4613.15,113,4,5,5,14,Champions
1012,2024-01-04,1,150.72,727,1,1,1,3,Hibernating
1013,2025-09-29,1,221.33,93,4,1,1,6,At Risk
1014,2025-11-23,3,2667.7,38,5,3,5,13,Champions
1015,2025-02-26,1,944.11,308,2,1,3,6,At Risk
1016,2025-07-06,5,2905.71,178,3,4,5,12,Loyal Customers
1018,2024-04-07,2,540.0699999999999,633,1,2,2,5,Hibernating
1019,2025-08-29,1,126.34,124,4,1,1,6,At Risk
1020,2025-12-09,3,1335.56,22,5,3,3,11,Loyal Customers
1021,2024-02-29,1,1153.27,671,1,1,3,5,Hibernating
1023,2025-06-05,1,781.16,209,3,1,3,7,At Risk
1024,2025-12-16,3,828.09,15,5,3,3,11,Loyal Customers
1026,2025-10-03,1,762.63,89,4,1,3,8,Potential Loyalists
1027,2025-04-22,2,127.03,253,3,2,1,6,At Risk
1028,2025-12-11,1,1043.88,20,5,1,3,9,Potential Loyalists
1029,2023-07-21,1,627.61,894,1,1,2,4,Hibernating
1030,2024-09-24,2,1666.8899999999999,463,1,2,4,7,At Risk
1032,2024-11-10,3,289.44,416,2,3,2,7,At Risk
